image_path,source,category,organ
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts210.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts211.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts212.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts213.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts214.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts215.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts216.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts217.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts218.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts219.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts22.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts220.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts221.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts222.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts223.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts224.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts225.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts226.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts227.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts228.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts229.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts23.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts230.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts231.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts232.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts233.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts234.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts235.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts236.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts237.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts238.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts239.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts24.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts240.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts241.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts242.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts243.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts244.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts245.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts246.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts247.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts248.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts249.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts25.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts250.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts251.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts252.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts253.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts254.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts255.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts256.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts257.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts258.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts259.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts26.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts260.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts261.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts262.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts263.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts264.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts265.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts266.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts267.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts268.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts269.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts27.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts270.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts271.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts272.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts273.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts274.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts275.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts276.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts277.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts278.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts279.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts28.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts280.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts281.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts282.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts283.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts284.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts285.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts286.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts287.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts288.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts289.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts29.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts290.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts291.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts292.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts293.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts294.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts295.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts296.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts297.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts298.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts299.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts3.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts30.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts300.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts301.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts302.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts303.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts304.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts305.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts306.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts307.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts308.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts309.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts31.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts310.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts311.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts312.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts313.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts314.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts315.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts316.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts317.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts318.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts319.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts32.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts320.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts321.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts322.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts323.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts324.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts325.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts326.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts327.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts328.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts329.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts33.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts330.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts331.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts332.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts333.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts334.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts335.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts336.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts337.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts338.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts339.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts34.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts340.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts341.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts342.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts343.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts344.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts345.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts346.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts347.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts348.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts349.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts35.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts350.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts351.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts352.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts353.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts354.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts355.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts356.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts357.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts358.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts359.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts36.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts360.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts361.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts362.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts363.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts364.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts365.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts366.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts367.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts368.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts369.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts37.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts370.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts371.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts372.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts373.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts374.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts375.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts376.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts377.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts378.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts379.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts38.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts380.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts381.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts382.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts383.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts384.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts385.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts386.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts387.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts388.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts389.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts39.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts390.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts391.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts392.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts393.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts394.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts395.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts396.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts397.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts398.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts399.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts4.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts40.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts400.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts401.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts402.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts403.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts404.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts405.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts406.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts407.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts408.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts409.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts41.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts410.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts411.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts412.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts413.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts414.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts415.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts416.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts417.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts418.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts419.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts42.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts420.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts421.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts422.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts423.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts424.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts425.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts426.jpg,PlantVillage,Target_Spot,leaf
..\AgriGenAI_Dataset\PlantVillage\images\Target_Spot\Ts427.jpg,PlantVillage,Target_Spot,leaf
